Topology::Stator::Outer diameter (mm);Topology::Stator::Inner diameter (mm);Topology::Stator::Length (mm);Topology::Rotor::Outer diameter (mm);Topology::Rotor::Inner diameter (mm);Magnet::TM (mm);Magnet::R (mm);Slot::HS (mm);Slot::WT (mm);Slot::R (mm);Winding::Coil - Conductor::No. turns per coil (1);Winding::Coil - Conductor::No. wires in hand (1);Topology::Airgap::Length (mm);Winding::Coil - Conductor::Conductor diameter (mm);Winding::Fill factors::Gross (%);Winding::Fill factors::Net (%);Masses::Total (kg);Inputs::Max. line current, rms (A);Inputs::Max. Line-Line voltage, rms (V);Base speed::Mechanical torque (N.m);Base speed::Speed (rpm);Base speed::Electrical frequency (Hz);Base speed::Mechanical power (W);Base speed::Machine electrical power (W);Base speed::Machine total losses (W);Base speed::Machine efficiency (%);Base speed::Control angle (deg);Base speed::Phase angle (deg);Base speed::Line current, rms (A);Base speed::Line-Line voltage, rms (V);Maximum speed::Mechanical torque (N.m);Maximum speed::Speed (rpm);Maximum speed::Electrical frequency (Hz);Maximum speed::Mechanical power (W);Maximum speed::Machine electrical power (W);Maximum speed::Machine total losses (W);Maximum speed::Machine efficiency (%);Maximum speed::Control angle (deg);Maximum speed::Phase angle (deg);Maximum speed::Line current, rms (A);Maximum speed::Line-Line voltage, rms (V);User work. pt.::Electrical frequency (Hz);User work. pt.::Mechanical power (W);User work. pt.::Machine electrical power (W);User work. pt.::Machine total losses (W);User work. pt.::Machine efficiency (%);User work. pt.::Control angle (deg);User work. pt.::Phase angle (deg);User work. pt.::Line current, rms (A);User work. pt.::Line-Line voltage, rms (V);Post Process;Comment
118; 55.166400; 23.454336; 31.955201; 22.454336; 10.081015; 2.8360411; 10.518158; 8.4841375; 4.1583448; 20.211305;5;7; 0.5000000; 1.5912727; 43.522752; 50.531707; 0.7051251; 17.623190; 19.798990; 0.4420870; 11179.347; 931.61225; 517.55052; 558.11542; 40.564899; 92.731808; 1.5474004; 22.573358; 17.622271; 19.802471; 0.0457917; 12682.827; 1056.9022; 60.817892; 74.620796; 13.802903; 81.502605; 0.5005562; 2.7788305; 2.1791065; 19.797679; 330.00000; 45.615956; 49.855040; 4.2390841; 91.497180; 0.5792028; 5.9616655; 4.4872589; 6.4167914;1;
119; 58.766400; 30.118336; 36.755201; 29.118336; 16.282121; 2.1154880; 14.030296; 7.2619740; 3.9053221; 22.321142;5;7; 0.5000000; 1.5912727; 39.566081; 45.939107; 0.8762049; 17.623190; 19.798990; 0.6872731; 7422.8432; 618.57027; 534.23001; 578.24484; 44.014833; 92.388201; 2.0105642; 16.922577; 17.623137; 19.801347; 0.0706878; 8150.3335; 679.19446; 60.332082; 74.419069; 14.086986; 81.070730; 0.5443645; 1.9658663; 2.1718735; 19.798232; 330.00000; 45.615947; 51.140628; 5.5246810; 89.197080; 0.6057242; 2.8504197; 3.0198049; 9.7427098;1;
120; 53.966400; 29.166336; 10.355200; 28.166336; 13.682951; 3.0750731; 13.314400; 8.8453514; 3.7155550; 23.428519;11;3; 0.5000000; 1.1432198; 27.695421; 32.693000; 0.2961313; 7.5527958; 19.798990; 0.1719208; 12123.841; 1010.3201; 218.27158; 247.99577; 29.724186; 88.014236; 2.2191340; 16.785462; 7.5534983; 19.799177; 0.0181920; 13430.368; 1119.1973; 25.585621; 41.391615; 15.805993; 61.813537; 1.4066158; 1.8909426; 1.2078039; 19.798864; 330.00000; 45.615957; 54.246181; 8.6302236; 84.090634; 1.5620245; 9.9835133; 4.7515384; 6.6860437;1;
121; 54.710400; 22.768896; 15.347200; 21.768896; 10.850788; 2.2063547; 10.332859; 8.3006205; 2.3428759; 19.685068;6;4; 0.5000000; 1.2810124; 23.212654; 28.048287; 0.3719164; 10.070394; 19.798990; 0.1268553; 21868.634; 1822.3862; 290.50857; 332.73547; 42.226902; 87.309167; 2.7816508; 15.529214; 10.070285; 19.799202; 0.0130614; 23448.042; 1954.0035; 32.071868; 64.256575; 32.184707; 49.912196; 1.1621954; 2.4304438; 1.8756482; 19.798272; 330.00000; 45.616133; 56.559565; 10.943432; 80.651491; 2.7333687; 10.807874; 8.2185043; 4.0420140;1;
122; 58.310400; 29.432896; 20.147201; 28.432896; 14.050165; 2.9866658; 13.469782; 9.6130874; 4.7352012; 24.329535;8;6; 0.5000000; 1.5911023; 40.662017; 46.774871; 0.5499926; 15.105592; 19.798990; 0.5125234; 8052.7801; 671.06500; 432.20338; 473.63498; 41.431607; 91.252418; 2.0704329; 23.906243; 15.093482; 19.817576; 0.0493420; 9358.2403; 779.85336; 48.354764; 60.033035; 11.678271; 80.546925; 0.7286864; 2.6553926; 1.7529503; 19.797861; 330.00000; 45.616096; 50.312341; 4.6962447; 90.665819; 0.8742044; 5.4699292; 3.3641838; 8.6214781;1;
123; 56.030400; 26.005696; 27.107200; 25.005696; 11.892115; 2.8416910; 11.792425; 8.8340243; 3.2392486; 21.836872;21;3; 0.5000000; 1.1432198; 55.650887; 62.963218; 0.6624297; 7.5527958; 19.798990; 0.7714830; 2286.3576; 190.52980; 184.71372; 229.75022; 45.036499; 80.397625; 5.0241243; 27.518889; 7.5494961; 19.810312; 0.0758612; 3088.9499; 257.41249; 24.539125; 27.194171; 2.6550458; 90.236710; 0.7005856; 3.6635382; 0.7942653; 19.798964; 330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;
124; 57.950400; 26.386496; 19.667201; 25.386496; 11.130746; 3.3583755; 11.853654; 11.721452; 2.5023642; 24.914700;9;6; 0.5000000; 1.5911023; 27.632195; 32.034136; 0.4887386; 15.105592; 19.798990; 0.4396318; 9337.4381; 778.11984; 429.87824; 481.52809; 51.649852; 89.273761; 12.901203; 21.673166; 15.108557; 19.801484; 0.0432209; 10438.209; 869.85079; 47.244155; 68.661019; 21.416864; 68.807826; 2.3987570; 2.6217734; 2.0043291; 19.796472; 330.00000; 45.615635; 52.145167; 6.5295315; 87.478166; 4.0184251; 5.4637394; 3.8621838; 7.8057037;1;
125; 56.390400; 29.052096; 27.587200; 28.052096; 14.811534; 2.4699814; 13.408553; 6.7256601; 2.4720855; 21.251708;19;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;1;
126; 55.339200; 23.964608; 18.985601; 22.964608; 10.443926; 2.8368254; 10.773098; 11.540263; 4.1163864; 23.522567;7;7; 0.5000000; 1.5912727; 35.368032; 40.950287; 0.4723605; 17.623190; 19.798990; 0.3732569; 11952.047; 996.00395; 467.17407; 513.68529; 46.511216; 90.945581; 2.5556814; 31.788800; 17.623127; 19.798922; 0.0383766; 14838.020; 1236.5017; 59.630910; 78.767064; 19.136154; 75.705386; 1.2597667; 3.9738947; 2.3031683; 19.795707; 330.00000; 45.616027; 50.633718; 5.0176906; 90.090219; 0.9880331; 10.337860; 5.2603862; 5.6389992;1;
127; 58.939200; 30.628608; 23.785600; 29.628608; 16.645033; 2.1162723; 14.285236; 10.318099; 3.8633636; 25.632403;7;8; 0.5000000; 1.7525822; 35.928276; 41.248854; 0.6187191; 20.140789; 19.798990; 0.7157410; 7520.7588; 626.72990; 563.69757; 619.06965; 55.372081; 91.055598; 4.3009840; 26.321026; 20.140737; 19.799008; 0.0713815; 8860.7995; 738.39996; 66.234965; 84.462645; 18.227680; 78.419240; 1.1856508; 3.0400337; 2.4668030; 19.796895; 330.00000; 45.616098; 51.748646; 6.1325478; 88.149356; 1.2119687; 4.3971384; 3.3122877; 8.9888665;1;
128; 59.539200; 27.772608; 34.585601; 26.772608; 11.844065; 3.4967562; 12.512115; 10.137492; 2.5847585; 24.023796;30;3; 0.5000000; 1.1432198; 55.733382; 62.572148; 0.8972734; 7.5527958; 19.798990; 1.3352412; 1181.9583; 98.496521; 165.26865; 236.35768; 71.089034; 69.923113; 19.740486; 24.184361; 7.5534649; 19.799681; 0.1325535; 1649.0537; 137.42114; 22.890460; 25.456057; 2.5655972; 89.921467; 5.7830450; 0.0075344; 0.7375490; 19.797670; 330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;
129; 51.859200; 26.249408; 34.345601; 25.249408; 11.884355; 2.9326110; 11.891551; 6.1916743; 4.4683401; 19.316378;5;3; 0.5000000; 1.1432198; 28.490987; 34.968607; 0.6426271; 7.5527958; 19.798990; 0.2328617; 9604.7536; 800.39614; 234.21399; 256.48462; 22.270633; 91.316971; 0.7765622; 8.0019393; 7.5527748; 19.799025; 0.0233936; 10149.554; 845.79613; 24.864063; 35.107198; 10.243135; 70.823263; 0.3003337; 0.9469174; 1.0240645; 19.798819; 330.00000; 45.615940; 50.969289; 5.3533489; 89.496913; 0.4653366; 3.7221423; 3.6042822; 8.1657073;1;
130; 55.459200; 32.913408; 39.145601; 31.913408; 18.083733; 2.2129222; 15.403473; 7.5041413; 3.8606653; 23.960845;7;5; 0.5000000; 1.4332604; 34.088654; 39.795726; 0.8062372; 12.587993; 19.798990; 0.8094036; 4436.0045; 369.66704; 375.99815; 417.75623; 41.758075; 90.004200; 2.7468815; 14.590216; 12.587970; 19.799027; 0.0782349; 4914.8747; 409.57289; 40.266283; 51.666205; 11.399922; 77.935438; 0.6733794; 1.5757541; 1.5075409; 19.798428; 330.00000; 45.615853; 54.408805; 8.7929514; 83.839102; 0.7651675; 2.1389974; 1.9510576; 16.043110;1;
131; 55.699200; 27.011008; 19.465601; 26.011008; 13.363346; 2.4651157; 12.389225; 9.4318985; 3.3492233; 22.937402;6;7; 0.5000000; 1.5912727; 32.784247; 38.103787; 0.4776382; 17.623190; 19.798990; 0.3764019; 12918.281; 1076.5234; 509.19618; 557.43431; 48.238124; 91.346402; 2.9990367; 22.739743; 17.624871; 19.799334; 0.0383844; 14600.239; 1216.6866; 58.687150; 83.103217; 24.416067; 70.619589; 1.0718649; 2.8195516; 2.4267703; 19.797484; 330.00000; 45.616012; 50.892077; 5.2760659; 89.632834; 1.1508173; 6.8944120; 5.2361667; 5.6417228;1;
132; 59.299200; 33.675008; 24.265600; 32.675008; 16.564452; 3.2445626; 15.526363; 8.2097350; 3.0962006; 25.047239;5;7; 0.5000000; 1.5912727; 26.807398; 31.597838; 0.6078744; 17.623190; 19.798990; 0.4696521; 10923.526; 910.29387; 537.23926; 598.05607; 60.816810; 89.830918; 9.6143802; 8.2672290; 17.623088; 19.799089; 0.0461611; 11539.801; 961.65011; 55.783159; 93.585002; 37.801843; 59.606944; 1.8826038; 1.0184164; 2.7294137; 19.798852; 330.00000; 45.615472; 53.622593; 8.0071210; 85.067636; 2.7670764; 1.8928685; 4.4261073; 6.9730953;1;
133; 51.043200; 22.517568; 17.257600; 21.517568; 9.7329800; 2.6754985; 10.089909; 10.651152; 3.0653822; 21.909936;10;8; 0.5000000; 1.7525822; 58.827285; 66.221853; 0.4472155; 20.140789; 19.798990; 0.5014345; 8576.5509; 714.71258; 450.35553; 506.62785; 56.272316; 88.892771; 9.0515822; 42.825001; 20.140750; 19.799027; 0.0471600; 12430.694; 1035.8911; 61.390028; 74.585362; 13.195333; 82.308414; 1.6179100; 5.6191396; 2.1785856; 19.797176; 330.00000; 45.616805; 50.111889; 4.4950839; 91.029905; 1.7919091; 12.199038; 4.4051064; 6.6737517;1;
134; 59.563200; 39.082368; 38.617601; 38.082368; 20.171335; 3.3723213; 18.198104; 6.3441201; 2.3917535; 25.885304;5;6; 0.5000000; 1.5911023; 29.418265; 34.981444; 0.9052273; 15.105592; 19.798990; 0.5752921; 7293.0485; 607.75404; 439.36570; 515.89313; 76.527433; 85.166030; 7.3064006; 5.2633516; 15.107078; 19.799125; 0.0544273; 7559.1282; 629.92735; 43.084148; 95.459995; 52.375847; 45.133198; 1.3736747; 0.6628955; 2.7845482; 19.799139; 330.00000; 45.617625; 64.946707; 19.329082; 70.238550; 1.6027109; 1.0131467; 3.5504107; 10.520613;1;
135; 59.083200; 27.087168; 17.977601; 26.087168; 12.612109; 2.8679341; 12.326600; 12.488606; 3.4146376; 26.032190;7;8; 0.5000000; 1.7525822; 28.348882; 32.838812; 0.4873317; 20.140789; 19.798990; 0.4587087; 11268.858; 939.07148; 541.30932; 602.53625; 61.226929; 89.838465; 5.0529178; 29.280695; 20.125349; 19.817374; 0.0485273; 13490.709; 1124.2257; 68.556693; 100.87880; 32.322108; 67.959465; 2.2709076; 3.4775395; 2.9471796; 19.796907; 330.00000; 45.616224; 52.065351; 6.4491267; 87.613400; 1.7002778; 7.6475100; 4.9646691; 6.0650796;1;
136; 59.683200; 24.231168; 28.777601; 23.231168; 10.811141; 2.7484181; 10.928479; 12.307999; 2.1360325; 24.423583;30;3; 0.5000000; 1.1432198; 43.706305; 49.348494; 0.7374586; 7.5527958; 19.798990; 0.8551817; 1791.2630; 149.27192; 160.41551; 224.77182; 64.356304; 71.368161; 27.670804; 29.753703; 7.5541230; 19.797702; 0.0851814; 2425.5842; 202.13202; 21.636644; 24.760899; 3.1242547; 87.382305; 6.7474613; 0.2314110; 0.7227119; 19.795697; 330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;
137; 51.403200; 25.563968; 17.737600; 24.563968; 12.652399; 2.3037889; 11.706037; 8.5427878; 2.2982191; 21.324772;8;8; 0.5000000; 1.7525822; 53.377478; 60.396938; 0.4377568; 20.140789; 19.798990; 0.4408502; 12143.979; 1011.9983; 560.63565; 617.58793; 56.952276; 90.778272; 14.921103; 26.646354; 20.142669; 19.799526; 0.0445643; 13747.617; 1145.6347; 64.156895; 87.238648; 23.081753; 73.541826; 4.5066817; 1.4312153; 2.5461690; 19.795341; 330.00000; 45.615939; 50.787336; 5.1713976; 89.817545; 6.3285476; 4.8582108; 4.9141580; 5.9578845;1;
138; 55.387200; 22.784128; 27.049601; 21.784128; 10.100195; 2.5870912; 10.245291; 11.418888; 4.0850283; 22.810952;7;4; 0.5000000; 1.2810124; 21.639525; 26.249967; 0.5562352; 10.070394; 19.798990; 0.2833853; 9831.2292; 819.26910; 291.75191; 323.18889; 31.436980; 90.272877; 1.3963729; 20.651635; 10.071400; 19.799392; 0.0275026; 11137.758; 928.14651; 32.077452; 44.717974; 12.640522; 71.732793; 0.7572372; 2.3908831; 1.3054468; 19.797787; 330.00000; 45.615952; 51.399194; 5.7832418; 88.748380; 0.8411855; 8.2023979; 3.9690307; 7.5308833;1;
139; 55.507200; 31.732928; 17.209601; 30.732928; 14.740001; 3.4631880; 14.500667; 7.3827666; 3.8293074; 23.249231;6;4; 0.5000000; 1.2810124; 24.785251; 29.835673; 0.4194308; 10.070394; 19.798990; 0.2290872; 12628.122; 1052.3435; 302.94805; 339.49134; 36.543291; 89.235870; 1.5552105; 10.561205; 10.070323; 19.799113; 0.0222019; 13361.267; 1113.4389; 31.064687; 54.133935; 23.069248; 57.384868; 0.8008899; 1.1778898; 1.5791055; 19.798964; 330.00000; 45.615967; 52.248917; 6.6329497; 87.305096; 0.9088820; 4.8213285; 4.8163158; 6.2747526;1;
140; 47.707200; 21.260928; 26.809600; 20.260928; 10.140485; 2.0229461; 9.6247275; 7.4730701; 2.9686099; 18.103534;8;4; 0.5000000; 1.2810124; 43.207646; 50.221422; 0.4710636; 10.070394; 19.798990; 0.2933556; 9456.8854; 788.07378; 290.51672; 320.16097; 29.644254; 90.740828; 1.8657191; 22.013954; 10.070370; 19.798944; 0.0277098; 10880.965; 906.74711; 31.574026; 40.261463; 8.6874369; 78.422451; 0.5300604; 2.5649999; 1.1755223; 19.798007; 330.00000; 45.616014; 50.707600; 5.0915860; 89.958929; 0.9504920; 8.5624296; 3.8210433; 7.7243480;1;
141; 58.891200; 31.809088; 15.721599; 30.809088; 16.990493; 2.3651422; 14.813258; 7.9048434; 4.2493736; 23.809387;5;9; 0.5000000; 1.9173307; 43.992604; 50.499674; 0.4838674; 22.658387; 19.798990; 0.4014056; 15915.431; 1326.2859; 669.00668; 723.67966; 54.672982; 92.445140; 2.4895895; 21.368833; 22.660550; 19.799287; 0.0400391; 17696.246; 1474.6872; 74.198391; 103.77317; 29.574783; 71.500551; 0.9648940; 2.4788284; 3.0296114; 19.797644; 330.00000; 45.615964; 50.528290; 4.9123258; 90.278068; 0.9077544; 5.9862960; 6.2909320; 4.6381492;1;
142; 57.211200; 25.525888; 33.481601; 24.525888; 13.028018; 2.1023797; 11.737349; 12.014434; 3.7655120; 24.777378;20;4; 0.5000000; 1.2810124; 47.814525; 54.089557; 0.7895501; 10.070394; 19.798990; 1.1613414; 1757.4488; 146.45407; 213.73281; 278.43563; 64.702819; 76.762019; 6.8553921; 36.275188; 10.071386; 19.800030; 0.1161706; 2713.3033; 226.10861; 33.008311; 36.374480; 3.3661690; 90.745795; 0.9044368; 5.4683347; 1.0640990; 19.798778; 330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;
143; 51.811200; 27.429888; 26.281601; 26.429888; 12.228087; 3.1823452; 12.419358; 6.3130490; 4.4996981; 20.027993;6;5; 0.5000000; 1.4332604; 52.216928; 60.396979; 0.5517726; 12.587993; 19.798990; 0.3833801; 9593.7823; 799.48186; 385.16609; 416.29196; 31.125868; 92.523068; 1.0957605; 15.370505; 12.578227; 19.816974; 0.0389317; 10440.331; 870.02756; 42.564355; 52.456421; 9.8920655; 81.142317; 0.4407927; 1.7139529; 1.5306889; 19.798441; 330.00000; 45.616049; 49.701233; 4.0851840; 91.780518; 0.5355329; 4.4909361; 3.6902207; 7.7870339;1;
144; 51.451200; 24.383488; 25.801601; 23.383488; 12.307803; 2.0544869; 11.178122; 9.6887282; 3.5886709; 21.880472;18;3; 0.5000000; 1.1432198; 46.476429; 53.085213; 0.5325693; 7.5527958; 19.798990; 0.5738002; 3107.3104; 258.94253; 186.71274; 225.65118; 38.938436; 82.743970; 3.0704127; 29.411684; 7.5428715; 19.827499; 0.0559455; 4169.6680; 347.47234; 24.428432; 27.847236; 3.4188042; 87.723004; 0.7077453; 3.7250409; 0.8139110; 19.798384; 330.00000; 45.615982; 50.114828; 4.4988463; 91.022924; 1.0408922; 7.0672493; 1.5123821; 19.182735;1;
145; 55.651200; 28.191488; 11.401601; 27.191488; 13.707077; 2.7148499; 12.917032; 9.5532731; 3.3805813; 23.649017;6;9; 0.5000000; 1.9173307; 39.812068; 45.609826; 0.3666223; 22.658387; 19.798990; 0.2933255; 20300.862; 1691.7385; 623.58099; 690.44051; 66.859515; 90.316397; 4.7611013; 27.306246; 22.658225; 19.799098; 0.0304517; 23584.366; 1965.3638; 75.208109; 118.86548; 43.657372; 63.271614; 2.0901837; 3.3749963; 3.4722662; 19.798173; 330.00000; 45.616144; 51.905940; 6.2897956; 87.882320; 1.8653435; 10.297308; 8.3299507; 3.6435867;1;
146; 57.571200; 28.572288; 33.961600; 27.572288; 12.949165; 3.2298059; 12.978693; 7.3714396; 3.3530009; 21.657584;16;3; 0.5000000; 1.1432198; 51.990851; 59.285161; 0.8112603; 7.5527958; 19.798990; 0.8355507; 2335.4954; 194.62462; 204.35274; 244.28010; 39.927365; 83.655089; 3.4865401; 19.417335; 7.5530340; 19.798669; 0.0850910; 2871.9077; 239.32565; 25.590733; 28.690605; 3.0998722; 89.195515; 0.5158150; 2.4772704; 0.8375856; 19.798446; 330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;
147; 55.771200; 37.140288; 31.561601; 36.140288; 21.346884; 2.0909467; 17.547407; 5.5171517; 3.1248603; 24.087296;6;7; 0.5000000; 1.5912727; 56.484009; 64.753176; 0.7410179; 17.623190; 19.798990; 0.8026456; 6487.4635; 540.62196; 545.28982; 598.91925; 53.629424; 91.045634; 12.554891; 7.9138265; 17.627407; 19.802174; 0.0772807; 6910.7032; 575.89194; 55.927044; 76.666210; 20.739166; 72.948752; 1.8102883; 1.0066495; 2.2384078; 19.797964; 330.00000; 45.613219; 54.822329; 9.2091094; 83.201900; 2.2874922; 1.1817955; 2.7534354; 11.442665;1;
148; 51.715200; 29.790848; 10.153601; 28.790848; 15.915550; 2.1818134; 13.849971; 6.5557982; 4.5624141; 21.451222;7;4; 0.5000000; 1.2810124; 41.554541; 48.561844; 0.2878920; 10.070394; 19.798990; 0.1462480; 19699.690; 1641.6408; 301.70175; 333.52533; 31.823572; 90.458424; 1.4836183; 15.030788; 10.070331; 19.799057; 0.0146043; 21225.789; 1768.8157; 32.461762; 51.356003; 18.894241; 63.209285; 0.9888632; 1.6163504; 1.4983940; 19.798628; 330.00000; 45.615912; 54.908036; 9.2921245; 83.076932; 1.1601331; 9.8714155; 7.3522940; 4.3704122;1;
149; 55.315200; 36.454848; 14.953600; 35.454848; 19.116656; 2.9612603; 16.987109; 5.3336348; 4.3093914; 23.561059;7;4; 0.5000000; 1.2810124; 44.574456; 52.093119; 0.4066629; 10.070394; 19.798990; 0.2807656; 10471.330; 872.61080; 307.87496; 339.44957; 31.574617; 90.698289; 1.8532723; 10.602441; 10.070942; 19.798134; 0.0271475; 11144.351; 928.69593; 31.682002; 47.644240; 15.962238; 66.497024; 0.7720415; 1.0307995; 1.3898149; 19.798664; 330.00000; 45.615978; 51.254215; 5.6382368; 88.999467; 0.8921849; 4.1034369; 4.0024274; 7.3990297;1;
150; 54.835200; 24.459648; 24.313600; 23.459648; 11.557431; 2.4568732; 11.115606; 11.478120; 2.3322754; 23.707944;9;7; 0.5000000; 1.5912727; 34.656553; 39.707371; 0.5379042; 17.623190; 19.798990; 0.5665783; 8020.8480; 668.40400; 475.89248; 533.53355; 57.641066; 89.196356; 15.338216; 28.034678; 17.623132; 19.799052; 0.0538375; 9259.7127; 771.64273; 52.204906; 70.498068; 18.293162; 74.051542; 2.7120938; 2.9557082; 2.0601587; 19.796055; 330.00000; 45.616172; 51.870290; 6.2541184; 87.942773; 3.8704167; 5.4664769; 3.4412565; 8.6937424;1;
151; 55.435200; 21.603648; 35.113600; 20.603648; 9.7564629; 2.3373571; 9.7174847; 11.297513; 4.0536703; 22.099337;6;9; 0.5000000; 1.9173307; 44.870742; 51.478454; 0.7716573; 22.658387; 19.798990; 0.6711746; 7937.4392; 661.45327; 557.88485; 613.55979; 55.674941; 90.925914; 2.9101703; 37.858722; 22.659714; 19.800685; 0.0644652; 10755.188; 896.26571; 72.605917; 85.449746; 12.843829; 84.969143; 0.7287223; 4.8655067; 2.5014622; 19.797153; 330.00000; 45.616031; 49.903909; 4.2878779; 91.407731; 0.8232362; 7.6108239; 3.8527770; 7.4829635;1;
152; 59.035200; 28.267648; 39.913600; 27.267648; 12.957569; 3.1168040; 12.854623; 10.075350; 3.8006476; 24.209174;6;9; 0.5000000; 1.9173307; 38.674984; 44.370506; 0.9324781; 22.658387; 19.798990; 1.0830695; 5620.0747; 468.33956; 637.42197; 699.11553; 61.693559; 91.175484; 3.0404571; 25.892721; 22.648181; 19.810965; 0.1029890; 6654.9789; 554.58157; 71.773866; 85.811969; 14.038103; 83.640856; 0.6297186; 3.0043319; 2.5063092; 19.798196; 330.00000; 45.615967; 52.281298; 6.6653309; 87.251022; 0.5608352; 3.1199623; 2.5483974; 11.842453;1;
153; 51.355200; 26.744448; 39.673601; 25.744448; 12.996131; 2.5535230; 12.233843; 8.6641624; 2.3295772; 22.036386;9;4; 0.5000000; 1.2810124; 28.416037; 33.364933; 0.6668200; 10.070394; 19.798990; 0.6016661; 4728.9157; 394.07631; 297.95161; 339.54999; 41.598371; 87.748970; 11.794552; 10.494563; 10.070373; 19.798990; 0.0592755; 5240.7934; 436.73278; 32.531238; 44.596843; 12.065604; 72.945160; 1.9908054; 1.1461229; 1.3007110; 19.797953; 330.00000; 45.614659; 54.546859; 8.9322006; 83.624721; 3.2239893; 1.7353681; 2.0681956; 15.164978;1;
154; 51.955200; 23.888448; 20.473601; 22.888448; 11.195163; 2.4340070; 10.835722; 8.4835555; 4.0509721; 20.427779;6;6; 0.5000000; 1.5911023; 42.771369; 49.612197; 0.4554510; 15.105592; 19.798990; 0.2954896; 14191.035; 1182.5862; 439.12167; 475.98880; 36.867134; 92.254622; 1.7614797; 23.253168; 15.104872; 19.802295; 0.0283870; 16158.633; 1346.5527; 48.034485; 63.490492; 15.456007; 75.656186; 0.7435167; 2.6437375; 1.8538714; 19.797609; 330.00000; 45.615967; 50.697379; 5.0814125; 89.976972; 0.9079865; 8.7615513; 5.6469432; 5.2265751;1;
155; 55.555200; 30.552448; 25.273601; 29.552448; 14.396269; 3.2134539; 13.972861; 7.2613920; 3.7979493; 22.537616;5;6; 0.5000000; 1.5911023; 32.931306; 38.726420; 0.5757990; 15.105592; 19.798990; 0.4130066; 10679.731; 889.97760; 461.89787; 503.42703; 41.529153; 91.750711; 1.7259959; 13.654754; 15.107043; 19.799283; 0.0391918; 11442.255; 953.52127; 46.960826; 67.764192; 20.803367; 69.300355; 0.6594595; 1.4590209; 1.9770886; 19.798455; 330.00000; 45.616017; 51.056042; 5.4400254; 89.344992; 0.6573747; 3.7126697; 4.1714675; 7.0681074;1;
156; 59.155200; 37.216448; 30.073600; 36.216448; 20.597376; 2.4929008; 17.484999; 6.0392285; 3.5449266; 24.647453;5;7; 0.5000000; 1.5912727; 41.662682; 48.421872; 0.7629963; 17.623190; 19.798990; 0.6833864; 7653.6745; 637.80621; 547.72799; 598.18198; 50.453989; 91.565445; 8.2089444; 8.1754139; 17.623143; 19.798985; 0.0680246; 8126.2565; 677.18804; 57.887555; 81.124313; 23.236758; 71.356604; 1.4255184; 0.8740452; 2.3660109; 19.798442; 330.00000; 45.615232; 53.728449; 8.1132169; 84.899588; 2.0259426; 1.0407783; 3.1674497; 9.7606282;1;
157; 55.195200; 27.506048; 24.793600; 26.506048; 14.476850; 2.0851635; 12.731733; 9.3697562; 4.5651124; 23.122780;7;7; 0.5000000; 1.5912727; 45.725263; 52.402956; 0.5914593; 17.623190; 19.798990; 0.5830444; 8086.6663; 673.88886; 493.74162; 539.23531; 45.493691; 91.563295; 2.5857109; 26.840652; 17.623157; 19.799020; 0.0565716; 9626.8113; 802.23427; 57.030858; 68.909472; 11.878614; 82.762002; 0.8244226; 3.0161129; 2.0127840; 19.797704; 330.00000; 45.616007; 50.130614; 4.5146078; 90.994310; 0.9189728; 5.5332600; 3.4579280; 8.3472818;1;
